Education,Marital_Status,Income,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp5,AcceptedCmp1,Age,is_parent,total_spend
Graduation,Single,57091.0,1,7,3,7,5,False,False,60,False,577
Graduation,Married,22419.0,1,3,2,2,8,False,False,58,False,162
Graduation,Together,87771.0,1,5,10,4,6,True,True,62,False,1957
Postgraduate,Divorced,78353.0,1,10,2,11,8,False,False,62,False,1576
Graduation,Married,93404.0,3,3,4,7,5,True,False,67,False,1616
Graduation,Divorced,37859.0,2,1,0,3,8,False,False,59,False,36
Postgraduate,Widow,80995.0,1,8,9,4,4,False,False,63,False,1482
Graduation,Together,16529.0,1,1,0,3,6,False,False,37,False,22
Postgraduate,Divorced,55412.0,1,2,0,3,5,False,False,45,True,63
Graduation,Single,48789.0,1,6,4,7,6,False,False,29,False,680
Postgraduate,Together,56575.0,3,7,3,7,5,False,False,54,True,542
Postgraduate,Together,25130.0,2,2,0,3,7,False,False,41,False,50
Graduation,Married,35441.0,2,1,0,3,8,False,False,54,True,39
Graduation,Married,71391.0,5,6,5,12,3,False,False,65,False,1043
Postgraduate,Single,49494.0,2,6,1,5,7,False,False,49,False,385
Graduation,Divorced,81702.0,1,7,7,12,3,False,False,41,False,1633
Postgraduate,Single,45889.0,1,1,0,3,6,False,False,41,False,46
Graduation,Single,56628.0,2,7,6,5,5,False,False,44,False,761
Graduation,Together,34026.0,3,2,1,3,5,False,False,71,True,76
Graduation,Married,40049.0,3,3,2,6,5,False,False,47,False,290
Graduation,Single,34176.0,4,3,0,4,6,False,False,33,False,89
Graduation,Married,19419.0,4,4,0,3,9,False,False,40,False,70
Postgraduate,Married,82504.0,1,3,6,7,1,False,False,61,False,1066
Graduation,Together,81205.0,1,5,6,7,2,True,False,51,False,2009
Postgraduate,Single,61618.0,2,3,6,8,3,False,False,30,False,1345
Postgraduate,Single,55284.0,3,7,5,8,5,False,False,65,False,764
Graduation,Single,49980.0,2,3,1,5,5,False,False,58,False,195
Graduation,Married,15072.0,4,3,1,3,5,False,False,41,True,53
Graduation,Single,49166.0,2,5,3,3,6,False,False,47,False,368
Postgraduate,Married,65324.0,3,6,2,9,4,False,False,67,False,544
Postgraduate,Married,82347.0,1,7,7,10,3,False,True,64,False,1853
Postgraduate,Together,30843.0,2,1,1,2,5,False,False,55,True,35
Postgraduate,Married,46374.0,3,7,1,7,8,False,True,47,False,446
Graduation,Single,60474.0,7,10,2,12,7,False,False,42,False,1180
Postgraduate,Married,38576.0,1,1,0,3,7,False,False,48,False,41
Graduation,Married,55357.0,3,6,2,11,5,False,False,36,True,727
Graduation,Together,37758.0,2,1,0,3,8,False,False,55,True,40
Postgraduate,Married,85710.0,1,6,9,10,2,True,False,32,False,1062
Graduation,Together,23228.0,2,2,0,3,8,False,False,52,False,40
Postgraduate,Together,44602.0,6,6,1,4,8,False,False,52,True,292
Graduation,Married,7500.0,1,0,0,3,6,False,False,34,False,15
Postgraduate,Together,38683.0,6,4,1,6,7,False,False,32,False,341
Postgraduate,Single,49514.0,2,6,1,4,7,False,False,46,False,369
Postgraduate,Together,57906.0,3,4,2,8,4,False,False,48,False,401
Postgraduate,Single,43456.0,3,5,1,8,5,False,False,55,False,393
Postgraduate,Single,19485.0,1,1,0,2,7,False,False,35,True,10
Graduation,Together,53172.0,3,2,3,8,3,False,False,43,False,486
Graduation,Together,30545.0,2,2,0,3,7,False,False,42,False,69
Postgraduate,Together,70123.0,1,5,7,4,3,False,False,38,False,1727
Graduation,Single,62450.0,2,5,5,4,3,False,False,62,False,995
Graduation,Together,21675.0,3,4,0,3,7,False,False,45,False,45
Postgraduate,Single,42395.0,4,3,1,4,7,False,False,40,True,182
Postgraduate,Together,61346.0,1,5,7,10,3,False,False,43,False,989
Graduation,Together,80812.0,1,4,8,5,2,True,True,68,False,1677
Postgraduate,Divorced,42835.0,7,6,6,4,6,False,False,50,True,595
Graduation,Married,39922.0,2,3,0,4,8,False,False,38,False,156
Postgraduate,Single,86424.0,1,6,9,12,1,False,False,65,False,1226
Postgraduate,Together,17117.0,4,3,1,3,9,False,False,43,False,128
Graduation,Single,24762.0,3,3,1,2,8,False,False,49,False,86
Graduation,Married,35797.0,2,2,0,3,8,False,False,46,False,68
Graduation,Divorced,36627.0,1,0,0,3,5,False,False,46,True,16
Postgraduate,Married,51111.0,2,2,0,3,6,False,False,40,True,55
Postgraduate,Single,86857.0,1,5,6,10,2,False,False,49,False,2114
Postgraduate,Together,82072.0,1,3,2,13,1,False,False,51,False,2018
Postgraduate,Single,46231.0,4,6,1,4,9,False,False,68,False,263
Graduation,Married,42243.0,2,2,0,3,7,False,False,62,True,55
Graduation,Together,51195.0,8,9,2,5,8,False,False,59,True,564
Postgraduate,Single,68092.0,2,2,6,10,5,False,False,43,False,1281
Graduation,Married,31814.0,2,2,0,3,9,False,False,48,False,83
Postgraduate,Widow,51390.0,6,5,2,5,5,False,False,56,True,353
Graduation,Married,76630.0,1,3,10,11,1,False,False,38,False,1003
Basic,Single,26868.0,1,1,0,2,7,False,False,30,False,14
Postgraduate,Divorced,48948.0,2,7,10,5,6,False,False,78,False,902
Postgraduate,Single,55260.0,2,8,10,5,6,False,False,49,False,1139
Graduation,Together,64090.0,1,6,9,4,5,False,False,65,False,797
Graduation,Divorced,78331.0,2,10,6,7,4,False,False,63,False,1638
Postgraduate,Married,37087.0,3,4,2,8,6,False,False,47,False,401
Graduation,Divorced,21846.0,4,4,0,3,8,False,False,35,False,84
Graduation,Married,81320.0,1,4,3,10,2,False,False,63,False,928
Graduation,Divorced,54137.0,2,4,1,4,6,False,False,51,False,203
Graduation,Together,66825.0,1,4,5,6,2,False,False,54,False,858
Graduation,Together,57100.0,1,3,3,6,3,False,False,48,False,409
Graduation,Together,58917.0,5,4,1,6,5,False,False,52,False,282
Graduation,Single,85072.0,1,3,4,10,0,False,False,44,False,1423
Graduation,Single,86429.0,0,7,4,7,2,False,True,60,False,1449
Graduation,Widow,45684.0,1,1,0,2,7,False,False,50,False,28
Graduation,Together,47889.0,1,2,0,3,5,False,False,47,False,67
Postgraduate,Married,45921.0,1,2,1,6,4,False,False,35,False,199
Postgraduate,Single,78420.0,1,3,10,8,1,False,False,55,False,1453
Graduation,Together,75114.0,1,3,10,5,2,False,False,29,False,1253
Postgraduate,Widow,52278.0,6,10,5,10,8,False,False,58,False,1198
Postgraduate,Married,35641.0,2,3,1,4,7,False,False,49,False,178
Graduation,Single,95529.0,1,7,3,7,3,True,False,27,False,1990
Graduation,Married,62820.0,1,3,4,6,1,False,False,67,False,976
Postgraduate,Together,73113.0,1,3,4,7,2,False,False,61,False,1001
Postgraduate,Married,84169.0,1,7,6,6,3,True,False,39,False,1919
Postgraduate,Single,42607.0,2,3,2,7,3,False,False,67,False,350
Postgraduate,Single,74637.0,1,6,9,9,3,False,True,67,False,1650
Postgraduate,Together,46015.0,1,1,0,3,7,False,False,66,True,46
Graduation,Single,72354.0,1,2,10,6,1,False,False,28,False,1228
Postgraduate,Single,39858.0,1,2,0,4,6,False,False,52,False,95
Postgraduate,Married,34469.0,3,1,1,4,4,False,False,73,True,62
Graduation,Together,83033.0,1,11,4,10,5,False,True,35,False,1761
Postgraduate,Together,24401.0,3,6,1,6,8,False,False,42,False,467
Graduation,Married,77583.0,1,4,5,9,2,False,True,43,False,1149
Postgraduate,Single,74116.0,1,4,4,10,2,False,False,39,False,2052
Graduation,Single,74293.0,1,5,4,6,2,False,False,28,False,1127
Postgraduate,Married,68397.0,1,6,9,5,3,False,False,45,False,1416
Postgraduate,Together,79632.0,1,6,4,9,2,False,False,47,False,1113
Graduation,Single,46107.0,1,1,1,4,3,False,False,32,False,125
Postgraduate,Single,64950.0,2,11,2,10,7,False,False,70,False,966
Basic,Married,25443.0,1,1,0,3,8,False,False,32,False,32
Graduation,Single,75127.0,1,2,11,5,1,False,False,69,False,833
Postgraduate,Together,32892.0,2,3,0,3,8,False,False,50,False,46
Graduation,Together,71796.0,1,9,3,4,4,False,False,50,False,960
Postgraduate,Married,67536.0,3,11,5,11,8,False,True,51,False,1829
Graduation,Single,55239.0,3,7,5,11,5,False,False,50,False,779
Postgraduate,Divorced,60554.0,2,8,4,9,6,False,False,46,False,811
Postgraduate,Single,64831.0,8,6,3,5,6,False,False,69,True,1120
Postgraduate,Together,56067.0,2,7,4,7,5,False,False,59,False,725
Graduation,Divorced,82025.0,1,3,2,6,1,True,False,38,False,1187
Graduation,Together,94384.0,0,5,8,5,2,True,True,68,False,2302
Basic,Single,14906.0,3,2,1,3,7,False,False,35,False,66
Postgraduate,Married,51563.0,1,4,4,10,8,True,False,34,False,1250
Postgraduate,Married,57937.0,3,4,4,9,3,False,False,39,False,683
Graduation,Divorced,68274.0,2,4,2,5,3,False,False,42,True,305
Graduation,Together,39771.0,1,2,0,3,4,False,False,44,False,50
Postgraduate,Divorced,67893.0,2,3,2,9,8,False,False,46,False,995
Postgraduate,Together,27922.0,1,2,0,3,4,False,False,42,False,41
Postgraduate,Together,52190.0,3,2,1,3,5,False,False,45,True,77
Postgraduate,Divorced,44051.0,4,3,1,4,6,False,False,48,True,171
Postgraduate,Single,42767.0,1,3,1,2,8,False,False,50,True,131
Postgraduate,Together,46106.0,1,1,1,2,6,False,False,45,True,54
Postgraduate,Married,16927.0,5,3,0,4,8,False,False,45,True,53
Graduation,Married,59754.0,3,5,2,6,5,False,False,56,False,475
Graduation,Single,53700.0,4,5,5,8,5,False,False,69,False,694
Graduation,Married,59041.0,2,2,0,4,5,False,False,48,True,96
Postgraduate,Divorced,54237.0,4,5,2,5,6,False,False,64,False,361
Graduation,Divorced,70647.0,2,4,7,13,2,False,False,54,False,1079
Postgraduate,Single,52597.0,3,6,3,8,5,False,False,59,False,578
Postgraduate,Together,41021.0,2,2,0,3,6,False,False,52,False,64
Postgraduate,Married,40233.0,5,2,1,5,6,False,False,46,False,149
Graduation,Married,50183.0,7,3,1,6,5,False,False,41,True,231
Graduation,Together,54753.0,3,5,2,11,4,False,False,62,False,728
Graduation,Married,92955.0,1,6,7,9,2,True,True,48,False,1778
Graduation,Married,33471.0,3,3,0,4,7,False,False,48,False,93
Postgraduate,Married,34596.0,1,1,0,2,8,False,False,47,False,23
Graduation,Together,44010.0,6,10,2,6,9,False,False,41,False,662
Graduation,Married,84219.0,1,3,4,10,1,False,False,33,False,1198
Postgraduate,Together,40706.0,4,3,0,4,7,False,False,53,False,81
Postgraduate,Married,15716.0,3,3,0,4,8,False,False,33,False,92
Postgraduate,Divorced,59052.0,3,7,1,7,5,False,False,62,False,491
Postgraduate,Together,80573.0,1,4,6,13,2,False,False,50,False,1564
Graduation,Married,83715.0,1,2,8,13,0,False,False,59,False,926
Postgraduate,Together,82576.0,1,2,4,12,1,True,False,62,False,1910
Postgraduate,Married,56962.0,7,6,3,5,7,False,False,56,False,411
Graduation,Married,35704.0,3,2,0,4,4,False,False,69,True,94
Graduation,Together,53103.0,5,10,6,7,7,False,False,67,False,1085
Postgraduate,Widow,46779.0,1,0,1,2,4,False,False,61,True,23
Graduation,Divorced,4861.0,0,0,0,0,14,False,False,56,False,6
Postgraduate,Divorced,33462.0,1,2,0,3,7,False,False,42,False,54
Graduation,Divorced,63693.0,3,11,6,9,6,False,False,43,False,1150
Graduation,Married,80763.0,1,5,11,6,3,True,True,71,False,1415
Postgraduate,Married,65352.0,2,4,2,8,4,False,False,47,False,405
Postgraduate,Married,82170.0,1,5,6,7,2,False,False,43,False,1908
Graduation,Married,75759.0,1,9,7,9,5,True,True,52,False,2486
Postgraduate,Single,79689.0,1,4,9,13,2,False,False,45,False,1315
Postgraduate,Widow,35340.0,2,2,0,3,5,False,False,65,True,45
Graduation,Divorced,85683.0,1,2,4,10,1,True,True,67,False,1789
Postgraduate,Married,24884.0,1,0,0,3,7,False,False,49,False,19
Postgraduate,Together,42021.0,5,10,1,6,9,False,False,40,False,573
Graduation,Single,64449.0,4,5,3,12,4,False,False,32,False,805
Graduation,Divorced,64587.0,2,1,1,4,3,False,False,67,True,108
Graduation,Single,34824.0,1,1,0,2,6,False,False,26,False,23
Graduation,Together,75437.0,1,8,4,10,6,False,True,43,False,1493
Graduation,Together,26091.0,3,2,1,3,5,False,False,64,True,89
Graduation,Married,52845.0,3,8,8,6,6,False,False,48,False,936
Graduation,Divorced,46086.0,4,3,1,8,4,False,False,65,False,343
Postgraduate,Widow,78028.0,1,6,4,9,7,True,False,65,False,528
Postgraduate,Single,95169.0,1,4,3,4,1,True,True,34,False,1901
Postgraduate,Married,56337.0,5,8,5,4,8,False,True,40,True,724
Graduation,Together,22434.0,2,2,0,3,8,False,False,34,False,58
Postgraduate,Married,36930.0,5,5,2,4,8,False,False,67,False,297
Graduation,Single,36130.0,6,3,8,4,4,False,False,67,False,488
Postgraduate,Married,65569.0,2,6,5,10,3,False,False,68,False,859
Graduation,Together,83844.0,1,4,4,11,1,True,False,69,False,1574
Graduation,Married,19514.0,4,3,1,2,8,False,False,53,True,69
Postgraduate,Single,36736.0,1,1,0,2,6,False,False,58,True,17
Graduation,Together,77568.0,1,10,2,8,5,True,True,42,False,2194
Postgraduate,Together,49187.0,1,1,1,5,2,False,False,45,False,116
Graduation,Single,30168.0,7,6,1,4,9,False,False,43,False,279
Postgraduate,Together,34053.0,1,3,0,3,8,False,False,53,False,103
Postgraduate,Married,38196.0,3,2,0,4,5,False,False,50,True,44
Postgraduate,Married,59412.0,1,4,2,8,3,False,False,70,False,406
Postgraduate,Married,70924.0,1,6,6,7,3,True,False,56,False,1363
Graduation,Together,54165.0,1,2,1,7,2,False,False,52,False,236
Graduation,Married,32300.0,1,1,0,3,8,False,False,48,False,39
Graduation,Single,20180.0,1,2,1,4,7,False,False,45,False,137
Graduation,Married,34961.0,3,3,1,3,7,False,False,48,False,79
Postgraduate,Together,28440.0,1,2,0,3,8,False,False,47,False,63
Postgraduate,Together,64504.0,7,11,3,4,7,False,False,68,False,1314
Postgraduate,Together,33564.0,1,1,1,3,5,False,False,55,False,71
Graduation,Married,17345.0,2,2,1,2,8,False,False,43,False,58
Postgraduate,Married,56320.0,3,5,4,9,4,False,False,54,False,702
Graduation,Single,28647.0,1,2,2,2,7,False,False,43,False,94
Basic,Single,15038.0,2,2,1,2,9,False,False,34,False,80
Postgraduate,Divorced,32173.0,1,1,0,3,4,False,False,63,False,22
Postgraduate,Together,68316.0,5,10,7,10,6,False,False,57,False,1211
Graduation,Together,74538.0,1,8,8,5,3,True,False,50,False,1461
Graduation,Single,91700.0,1,8,6,5,3,False,False,50,False,1968
Graduation,Together,68695.0,1,4,4,7,2,False,False,52,False,1091
Postgraduate,Married,31056.0,1,1,0,3,8,False,False,44,False,55
Graduation,Married,79593.0,1,5,6,7,2,True,False,48,False,1366
Graduation,Single,28071.0,2,5,1,5,8,False,False,41,False,313
Postgraduate,Together,37334.0,4,3,0,4,4,False,False,63,True,62
Postgraduate,Single,46423.0,3,2,0,4,7,False,False,49,True,92
Postgraduate,Married,37126.0,1,1,2,2,6,False,False,50,False,72
Graduation,Married,47703.0,4,6,3,8,5,False,False,68,False,655
Graduation,Married,61180.0,2,5,5,6,3,False,False,62,False,704
Graduation,Married,38998.0,3,2,0,3,8,False,False,67,True,54
Graduation,Single,8028.0,15,0,1,0,19,False,False,30,False,178
Graduation,Together,76081.0,1,4,5,4,2,False,True,59,False,1033
Graduation,Together,34728.0,1,1,1,2,6,False,False,35,False,36
Postgraduate,Single,33168.0,3,2,1,4,7,False,False,56,False,122
Postgraduate,Married,33585.0,1,2,0,4,4,False,False,55,False,122
Postgraduate,Married,77037.0,1,7,7,12,3,False,False,61,False,1123
Graduation,Together,35196.0,6,6,1,5,8,False,False,37,False,497
Graduation,Married,44529.0,6,6,2,11,5,False,False,55,False,691
Postgraduate,Married,70924.0,1,6,6,7,3,True,False,56,False,1363
Postgraduate,Together,28764.0,1,1,0,2,8,False,False,55,True,12
Postgraduate,Married,69098.0,1,7,8,9,5,False,False,72,False,2440
Postgraduate,Divorced,25959.0,2,1,2,2,6,False,False,51,True,56
Postgraduate,Married,27100.0,1,1,0,3,7,False,False,38,False,37
Graduation,Single,70596.0,1,3,5,12,2,False,False,36,False,968
Graduation,Married,42557.0,4,6,1,4,8,False,False,47,False,270
Postgraduate,Married,53312.0,1,5,1,5,7,False,False,70,False,278
Graduation,Single,72228.0,1,6,7,8,3,False,False,69,False,1250
Graduation,Together,67605.0,1,2,8,6,1,False,False,34,False,938
Postgraduate,Married,62845.0,11,3,4,10,8,False,False,72,True,1178
Graduation,Together,65196.0,2,7,6,11,5,False,False,63,True,1155
Postgraduate,Single,42000.0,2,5,2,11,5,False,False,34,False,653
Postgraduate,Divorced,35860.0,2,1,1,2,5,False,False,48,True,49
Postgraduate,Married,65526.0,1,4,4,8,2,False,False,57,False,506
Graduation,Married,16860.0,3,1,1,3,7,False,False,60,True,38
Graduation,Single,83528.0,1,4,10,8,1,False,True,29,False,1650
Postgraduate,Divorced,64176.0,8,8,9,8,6,False,False,56,False,1826
Graduation,Divorced,22304.0,1,1,0,2,8,False,False,65,False,18
Graduation,Married,67023.0,1,3,7,13,2,False,False,43,False,906
Postgraduate,Together,32892.0,2,3,0,3,8,False,False,50,False,46
Graduation,Together,70713.0,6,5,6,8,3,False,False,55,False,1477
Graduation,Together,59925.0,3,9,2,9,6,False,False,66,False,766
Graduation,Married,39722.0,2,2,0,3,5,False,False,68,False,47
Graduation,Together,46610.0,1,6,1,6,6,False,False,63,False,467
Graduation,Together,88347.0,1,4,7,9,1,False,True,60,False,2116
Postgraduate,Married,87171.0,1,6,7,11,2,True,False,40,False,1298
Postgraduate,Together,26907.0,2,1,0,3,7,False,False,45,True,22
Postgraduate,Single,50014.0,2,4,1,8,5,False,False,53,False,396
Postgraduate,Married,41014.0,1,1,0,2,7,False,False,43,False,20
Graduation,Single,66294.0,1,4,3,5,2,False,False,56,False,967
Graduation,Married,36715.0,6,7,2,4,9,False,False,50,False,357
Graduation,Married,79456.0,1,5,6,4,3,False,False,65,False,1401
Graduation,Together,40479.0,1,0,0,3,4,False,False,39,False,15
Postgraduate,Single,75345.0,1,5,8,6,3,False,True,51,False,2087
Graduation,Married,54233.0,4,11,6,5,8,False,False,44,False,981
Graduation,Single,24163.0,2,1,0,3,4,False,False,51,True,17
Postgraduate,Together,84460.0,0,9,9,4,5,True,True,63,False,523
Graduation,Together,43776.0,1,1,0,2,6,False,False,38,False,23
Postgraduate,Single,71691.0,1,4,7,5,2,False,False,63,False,1192
Postgraduate,Married,85844.0,1,6,6,7,2,True,False,48,False,1958
Postgraduate,Single,39190.0,2,2,1,4,5,False,False,47,False,133
Graduation,Together,71367.0,1,4,5,7,2,False,False,62,False,777
Postgraduate,Single,38578.0,3,3,0,3,8,False,False,49,True,73
Postgraduate,Married,57236.0,3,2,1,4,3,False,False,56,True,121
Graduation,Single,61825.0,1,4,2,8,4,False,False,42,False,424
Graduation,Divorced,79803.0,1,4,3,5,1,False,False,63,False,868
Postgraduate,Single,80910.0,1,3,3,8,1,False,False,35,False,756
Postgraduate,Together,27590.0,1,1,0,2,7,False,False,39,False,12
Graduation,Married,56775.0,2,5,8,10,5,False,False,42,False,937
Graduation,Divorced,83829.0,0,4,7,6,1,True,True,46,False,1862
Postgraduate,Married,54210.0,2,4,1,7,5,False,False,42,False,367
Graduation,Married,38508.0,6,7,2,5,8,False,False,35,False,443
Graduation,Together,53187.0,2,4,1,6,5,False,False,51,False,267
Graduation,Married,30023.0,1,2,0,3,8,False,False,49,False,61
Postgraduate,Single,76045.0,1,4,5,11,2,False,True,61,False,1323
Postgraduate,Married,50870.0,1,2,0,3,5,False,False,69,False,63
Postgraduate,Married,15315.0,2,2,0,4,5,False,False,51,False,64
Postgraduate,Married,65463.0,2,6,2,9,5,False,False,47,False,562
Graduation,Married,66480.0,7,4,1,7,4,False,False,56,True,312
Graduation,Divorced,76773.0,1,2,2,11,1,False,False,67,False,1156
Postgraduate,Single,81698.0,1,8,2,5,5,False,True,38,False,1104
Postgraduate,Single,54466.0,1,1,0,2,5,False,False,48,True,16
Postgraduate,Single,98777.0,0,4,6,9,1,False,False,61,False,2008
Postgraduate,Single,16269.0,3,3,0,3,8,False,False,37,False,44
Graduation,Together,71819.0,3,3,3,5,6,True,False,50,False,1574
Postgraduate,Married,33569.0,1,1,1,2,8,False,False,38,False,63
Postgraduate,Married,36262.0,1,3,5,3,6,False,False,38,False,426
Basic,Together,22634.0,1,2,1,2,8,False,False,55,False,96
Postgraduate,Married,47025.0,5,11,1,6,9,False,False,43,False,635
Graduation,Single,70566.0,2,6,5,9,3,False,False,53,False,757
Postgraduate,Married,31605.0,2,2,1,4,7,False,False,42,False,125
Postgraduate,Divorced,52034.0,5,4,2,5,7,False,False,48,True,332
Graduation,Single,48526.0,1,2,1,4,3,False,False,42,False,135
Graduation,Married,46734.0,2,6,1,5,7,False,False,67,False,330
Graduation,Divorced,39552.0,7,6,2,5,8,False,False,59,True,384
Graduation,Single,86358.0,4,5,3,6,8,False,False,55,True,1722
Graduation,Together,46931.0,2,1,1,3,3,False,False,44,False,78
Basic,Single,16581.0,1,0,0,3,4,False,False,36,False,24
Postgraduate,Divorced,63998.0,1,7,6,11,4,False,False,69,False,1168
Postgraduate,Married,67381.0,4,2,2,9,7,False,False,70,False,957
Graduation,Single,25930.0,1,1,0,2,7,False,False,54,True,15
Graduation,Married,42693.0,1,1,0,3,5,False,False,43,False,57
Graduation,Together,85606.0,2,6,7,9,3,False,True,45,False,1956
Graduation,Single,72903.0,1,7,5,8,4,True,True,36,False,2013
Postgraduate,Together,49669.0,2,5,1,6,6,False,False,47,False,326
Postgraduate,Married,36778.0,3,3,0,3,9,False,False,53,True,77
Postgraduate,Divorced,85696.0,1,4,6,9,1,False,False,59,False,1313
Postgraduate,Divorced,10979.0,2,3,0,3,5,False,False,32,False,30
Graduation,Married,49678.0,2,6,2,4,7,False,False,60,False,315
Postgraduate,Together,56129.0,4,6,2,10,4,False,False,68,False,660
Graduation,Married,37155.0,1,2,0,4,5,False,False,32,False,74
Postgraduate,Divorced,21282.0,2,2,1,2,6,False,False,43,False,46
Postgraduate,Single,33419.0,2,2,0,4,7,False,False,59,False,86
Graduation,Widow,63285.0,1,6,5,13,3,False,False,76,False,1103
Postgraduate,Together,21255.0,4,2,1,4,4,False,False,47,False,61
Graduation,Together,42162.0,2,3,1,3,6,False,False,40,False,145
Graduation,Together,54450.0,12,9,2,8,8,False,False,65,True,684
Postgraduate,Married,57744.0,2,9,1,4,8,False,False,67,False,411
Graduation,Single,26576.0,1,1,0,2,9,False,False,35,False,27
Postgraduate,Widow,57513.0,2,9,3,13,6,False,False,78,False,1060
Graduation,Together,68142.0,3,10,4,7,6,False,False,57,False,1459
Graduation,Married,7500.0,1,1,0,2,8,False,False,42,False,18
Graduation,Together,83145.0,1,5,9,11,2,True,False,47,False,1833
Postgraduate,Married,54197.0,2,1,3,6,1,False,False,61,False,237
Postgraduate,Single,23091.0,4,2,1,3,7,False,False,58,True,48
Graduation,Married,46049.0,10,5,2,9,7,False,False,45,True,515
Graduation,Together,56715.0,1,7,3,4,4,False,False,47,False,1020
Graduation,Married,79410.0,1,3,2,5,1,False,False,60,False,1370
Graduation,Married,57304.0,2,7,6,10,5,False,False,70,False,1026
Graduation,Married,44375.0,1,4,1,6,5,False,False,56,False,301
Graduation,Together,54450.0,12,9,2,8,8,False,False,65,True,684
Graduation,Married,59594.0,1,8,1,7,7,False,False,56,False,499
Graduation,Together,80685.0,1,6,4,10,2,False,False,27,False,1004
Postgraduate,Married,40344.0,2,4,1,5,7,False,False,47,False,218
Graduation,Married,62710.0,4,4,2,12,4,False,False,49,False,606
Postgraduate,Married,48985.0,1,1,1,3,3,False,False,53,False,75
Graduation,Together,35322.0,3,2,0,4,8,False,False,53,False,106
Graduation,Married,77142.0,1,4,4,8,2,False,False,73,False,990
Graduation,Single,81657.0,1,3,4,8,1,False,False,52,False,1097
Basic,Married,14421.0,1,1,0,2,5,False,False,25,False,16
Postgraduate,Married,20130.0,1,1,0,3,8,False,False,47,False,34
Postgraduate,Married,74214.0,1,8,2,5,5,False,False,31,False,1711
Postgraduate,Married,66726.0,3,8,2,4,7,False,False,64,True,438
Basic,Together,23724.0,2,2,0,3,8,False,False,42,False,75
Postgraduate,Married,47353.0,3,2,2,6,5,False,False,61,False,225
Postgraduate,Married,33444.0,1,1,0,2,8,False,False,69,True,18
Graduation,Married,54386.0,2,3,2,10,3,False,False,40,False,470
Graduation,Divorced,28510.0,3,2,0,4,5,False,False,40,True,91
Postgraduate,Single,90638.0,1,3,4,10,1,True,False,30,False,2525
Graduation,Together,48070.0,3,8,2,6,7,False,False,71,False,504
Graduation,Married,43140.0,1,4,1,5,6,False,False,64,False,235
Postgraduate,Divorced,54959.0,3,9,5,4,7,False,False,60,False,1232
Basic,Single,15056.0,5,2,2,3,5,False,False,63,True,88
Graduation,Single,26954.0,1,1,0,2,7,False,False,50,False,17
Graduation,Single,22327.0,1,1,0,3,5,False,False,36,False,24
Graduation,Married,44393.0,2,1,0,4,4,False,False,56,True,60
Postgraduate,Single,62000.0,1,6,6,13,4,False,True,69,False,1020
Postgraduate,Together,31497.0,2,3,1,4,8,False,False,59,False,155
Postgraduate,Married,45894.0,1,1,0,3,5,False,False,47,True,51
Postgraduate,Divorced,78579.0,1,5,6,4,3,False,False,51,False,1812
Postgraduate,Widow,67369.0,4,7,4,10,4,True,False,52,False,1461
Graduation,Divorced,58401.0,1,1,2,2,4,False,False,61,False,96
Graduation,Single,62307.0,1,4,0,4,5,False,False,69,False,160
Postgraduate,Married,43641.0,3,2,1,4,6,False,False,52,True,139
Postgraduate,Divorced,63841.0,1,9,3,9,6,False,False,53,False,908
Postgraduate,Married,46891.0,1,2,1,4,4,False,False,56,False,183
Postgraduate,Married,70091.0,2,5,2,10,8,False,False,52,False,1161
Postgraduate,Married,78075.0,1,3,5,5,1,False,False,49,False,988
Postgraduate,Widow,59184.0,3,6,6,12,5,False,False,60,False,1072
Graduation,Married,54809.0,4,2,1,5,4,False,False,44,True,174
Graduation,Married,58113.0,3,9,2,8,7,False,False,62,False,758
Postgraduate,Married,51412.0,2,3,2,4,4,False,False,63,False,195
Graduation,Divorced,15287.0,2,1,1,2,7,False,False,42,False,31
Postgraduate,Together,66636.0,1,3,4,9,1,False,False,64,False,1084
Postgraduate,Married,50965.0,3,10,4,5,8,False,False,65,False,685
Postgraduate,Married,84618.0,1,6,9,10,2,True,False,56,False,1672
Graduation,Married,18351.0,1,2,0,3,7,False,False,31,False,43
Postgraduate,Together,40451.0,1,1,1,2,5,False,False,64,True,49
Graduation,Together,36317.0,2,3,0,4,7,False,False,56,False,133
Graduation,Together,42213.0,2,5,1,7,7,False,False,64,False,363
Graduation,Together,65748.0,2,2,4,10,1,False,False,66,False,545
Graduation,Together,77044.0,2,7,11,11,4,False,False,49,False,1065
Graduation,Together,74918.0,1,5,9,6,3,True,False,52,False,2047
Graduation,Married,56721.0,5,4,1,5,6,False,False,49,True,296
Graduation,Single,42160.0,4,2,1,4,6,False,False,46,True,140
Graduation,Single,61559.0,1,4,2,10,3,False,False,56,False,530
Postgraduate,Together,33629.0,5,3,1,4,9,False,False,58,True,152
Postgraduate,Together,68682.0,1,4,9,10,2,False,False,30,False,1598
Graduation,Single,34377.0,2,2,2,2,7,False,False,58,False,114
Basic,Single,8940.0,3,3,1,3,8,False,False,35,False,101
Graduation,Married,26228.0,1,1,0,2,8,False,False,48,False,25
Postgraduate,Divorced,77297.0,1,5,7,9,4,False,True,64,False,789
Graduation,Married,40211.0,2,2,1,2,8,False,False,40,True,87
Postgraduate,Widow,33438.0,4,2,1,4,5,False,False,63,True,90
